cod_ibge,cod_mun6,nome_mun,ano,pop,casos
3541703,354170,Quatá,2015,13008,338
3541802,354180,Queiroz,2015,2980,58
3541901,354190,Queluz,2015,10434,362
3542008,354200,Quintana,2015,6422,175
3542107,354210,Rafard,2015,8770,209
3542206,354220,Rancharia,2015,28832,425
3542305,354230,Redenção da Serra,2015,4159,13
3542404,354240,Regente Feijó,2015,19264,119
3542503,354250,Reginópolis,2015,7473,20
3542602,354260,Registro,2015,57017,344
3542701,354270,Restinga,2015,6509,91
3542800,354280,Ribeira,2015,3275,4
3542909,354290,Ribeirão Bonito,2015,11771,451
3543006,354300,Ribeirão Branco,2015,18425,7
3543105,354310,Ribeirão Corrente,2015,4422,18
3543204,354320,Ribeirão do Sul,2015,4554,123
3543238,354323,Ribeirão dos Índios,2015,2133,50
3543253,354325,Ribeirão Grande,2015,7522,13
3543303,354330,Ribeirão Pires,2015,114994,88
3543402,354340,Ribeirão Preto,2015,646211,5643
3543501,354350,Riversul,2015,5956,3
3543600,354360,Rifaina,2015,3696,135
3543709,354370,Rincão,2015,9955,157
3543808,354380,Rinópolis,2015,9731,367
3543907,354390,Rio Claro,2015,193203,21630
3544004,354400,Rio das Pedras,2015,30413,436
3544103,354410,Rio Grande da Serra,2015,44415,56
3544202,354420,Riolândia,2015,10503,190
3544251,354425,Rosana,2015,18945,577
3544301,354430,Roseira,2015,10164,293
3544400,354440,Rubiácea,2015,2727,136
3544509,354450,Rubinéia,2015,3276,60
3544608,354460,Sabino,2015,5241,125
3544707,354470,Sagres,2015,2451,49
3544806,354480,Sales,2015,5923,395
3544905,354490,Sales Oliveira,2015,10973,28
3545001,354500,Salesópolis,2015,15522,22
3545100,354510,Salmourão,2015,4813,95
3545159,354515,Saltinho,2015,7536,94
3545209,354520,Salto,2015,117445,1504
3545308,354530,Salto de Pirapora,2015,41884,1983
3545407,354540,Salto Grande,2015,8965,102
3545506,354550,Sandovalina,2015,3710,25
3545605,354560,Santa Adélia,2015,14230,365
3545704,354570,Santa Albertina,2015,6029,276
3545803,354580,Santa Bárbara d'Oeste,2015,182139,4766
3546009,354600,Santa Branca,2015,13943,232
3546108,354610,Santa Clara d'Oeste,2015,2315,77
3546207,354620,Santa Cruz da Conceição,2015,4168,31
3546256,354625,Santa Cruz da Esperança,2015,2066,20
3546306,354630,Santa Cruz das Palmeiras,2015,29717,912
3546405,354640,Santa Cruz do Rio Pardo,2015,45109,758
3546504,354650,Santa Ernestina,2015,5830,196
3546603,354660,Santa Fé do Sul,2015,31550,538
3546702,354670,Santa Gertrudes,2015,22577,500
3546801,354680,Santa Isabel,2015,51918,397
3546900,354690,Santa Lúcia,2015,7899,122
3547007,354700,Santa Maria da Serra,2015,5352,19
3547106,354710,Santa Mercedes,2015,2910,122
3547205,354720,Santana da Ponte Pensa,2015,1659,54
3547304,354730,Santana de Parnaíba,2015,127326,1732
3547403,354740,Santa Rita d'Oeste,2015,2641,181
3547502,354750,Santa Rita do Passa Quatro,2015,25946,829
3547601,354760,Santa Rosa de Viterbo,2015,23893,336
3547650,354765,Santa Salete,2015,1534,45
3547700,354770,Santo Anastácio,2015,19543,199
3547809,354780,Santo André,2015,710758,1674
3547908,354790,Santo Antônio da Alegria,2015,6486,20
3548005,354800,Santo Antônio de Posse,2015,21768,3197
3548054,354805,Santo Antônio do Aracanguá,2015,7997,77
3548104,354810,Santo Antônio do Jardim,2015,6032,73
3548203,354820,Santo Antônio do Pinhal,2015,6788,12
3548302,354830,Santo Expedito,2015,2887,8
3548401,354840,Santópolis do Aguapeí,2015,4151,53
3548500,354850,Santos,2015,422420,5184
3548609,354860,São Bento do Sapucaí,2015,11069,14
3548708,354870,São Bernardo do Campo,2015,790414,3341
3548807,354880,São Caetano do Sul,2015,156991,731
3548906,354890,São Carlos,2015,235989,8565
3549003,354900,São Francisco,2015,2740,51
3549102,354910,São João da Boa Vista,2015,87616,5725
3549201,354920,São João das Duas Pontes,2015,2608,151
3549250,354925,São João de Iracema,2015,1801,8
3549300,354930,São João do Pau d'Alho,2015,2171,33
3549409,354940,São Joaquim da Barra,2015,47661,869
3549508,354950,São José da Bela Vista,2015,8122,54
3549607,354960,São José do Barreiro,2015,4008,91
3549706,354970,São José do Rio Pardo,2015,52248,1102
3549805,354980,São José do Rio Preto,2015,440020,22182
3549904,354990,São José dos Campos,2015,661251,14574
3549953,354995,São Lourenço da Serra,2015,14897,61
3550001,355000,São Luiz do Paraitinga,2015,10437,25
3550100,355010,São Manuel,2015,38086,375
3550209,355020,São Miguel Arcanjo,2015,31893,65
3550308,355030,São Paulo,2015,11418821,56108
3550407,355040,São Pedro,2015,34508,386
3550506,355050,São Pedro do Turvo,2015,7207,327
3550605,355060,São Roque,2015,79277,635
3550704,355070,São Sebastião,2015,77361,4908
3550803,355080,São Sebastião da Grama,2015,11534,39
3550902,355090,São Simão,2015,14094,309
3551009,355100,São Vicente,2015,334786,2520
3551108,355110,Sarapuí,2015,9646,78
3551207,355120,Sarutaiá,2015,3683,2
3551306,355130,Sebastianópolis do Sul,2015,3098,21
3551405,355140,Serra Azul,2015,11921,235
3551504,355150,Serrana,2015,41155,448
3551603,355160,Serra Negra,2015,27985,256
3551702,355170,Sertãozinho,2015,117777,1052
3551801,355180,Sete Barras,2015,12964,55
3551900,355190,Severínia,2015,15216,190
3552007,355200,Silveiras,2015,5986,18
3552106,355210,Socorro,2015,38269,546
3552205,355220,Sorocaba,2015,645481,56778
3552304,355230,Sud Mennucci,2015,7439,431
3552403,355240,Sumaré,2015,258079,14537
3552502,355250,Suzano,2015,282191,638
3552551,355255,Suzanápolis,2015,3423,199
3552601,355260,Tabapuã,2015,11452,721
3552700,355270,Tabatinga,2015,14733,326
3552809,355280,Taboão da Serra,2015,258762,3362
3552908,355290,Taciba,2015,5969,18
3553005,355300,Taguaí,2015,11615,32
3553104,355310,Taiaçu,2015,5832,114
3553203,355320,Taiúva,2015,5928,103
3553302,355330,Tambaú,2015,22140,1767
3553401,355340,Tanabi,2015,24771,1800
3553500,355350,Tapiraí,2015,8042,10
3553609,355360,Tapiratiba,2015,12424,336
3553658,355365,Taquaral,2015,2739,38
3553708,355370,Taquaritinga,2015,53633,528
3553807,355380,Taquarituba,2015,23252,65
3553856,355385,Taquarivaí,2015,5818,10
3553906,355390,Tarabai,2015,6606,69
3553955,355395,Tarumã,2015,13804,527
3554003,355400,Tatuí,2015,114877,579
3554102,355410,Taubaté,2015,293605,2466
3554201,355420,Tejupá,2015,4551,2
3554300,355430,Teodoro Sampaio,2015,21841,110
3554409,355440,Terra Roxa,2015,8304,121
3554508,355450,Tietê,2015,37260,365
3554607,355460,Timburi,2015,2590,3
3554656,355465,Torre de Pedra,2015,2183,6
3554706,355470,Torrinha,2015,9315,38
3554755,355475,Trabiju,2015,1605,133
3554805,355480,Tremembé,2015,45372,419
3554904,355490,Três Fronteiras,2015,6027,202
3554953,355495,Tuiuti,2015,6336,32
3555000,355500,Tupã,2015,63952,2413
3555109,355510,Tupi Paulista,2015,15030,936
3555208,355520,Turiúba,2015,1900,84
3555307,355530,Turmalina,2015,1855,49
3555356,355535,Ubarana,2015,5350,237
3555406,355540,Ubatuba,2015,84447,3130
3555505,355550,Ubirajara,2015,4705,118
3555604,355560,Uchoa,2015,9940,404
3555703,355570,União Paulista,2015,1622,23
3555802,355580,Urânia,2015,8871,974
3555901,355590,Uru,2015,1329,30
3556008,355600,Urupês,2015,13203,195
3556107,355610,Valentim Gentil,2015,12318,123
3556206,355620,Valinhos,2015,115252,1556
3556305,355630,Valparaíso,2015,23429,467
3556354,355635,Vargem,2015,9490,22
3556404,355640,Vargem Grande do Sul,2015,39711,801
3556453,355645,Vargem Grande Paulista,2015,46404,209
3556503,355650,Várzea Paulista,2015,111889,1609
3556602,355660,Vera Cruz,2015,10567,400
3556701,355670,Vinhedo,2015,69232,963
3556800,355680,Viradouro,2015,17490,195
3556909,355690,Vista Alegre do Alto,2015,7379,135
3556958,355695,Vitória Brasil,2015,1785,129
3557006,355700,Votorantim,2015,117218,1828
3557105,355710,Votuporanga,2015,89851,1319
3557154,355715,Zacarias,2015,2518,179
3557204,355720,Chavantes,2015,12299,127
3557303,355730,Estiva Gerbi,2015,10568,547
3500105,350010,Adamantina,2016,34366,100
3500204,350020,Adolfo,2016,3972,117
3500303,350030,Aguaí,2016,32179,26
3500402,350040,Águas da Prata,2016,7542,2
3500501,350050,Águas de Lindóia,2016,17753,27
3500550,350055,Águas de Santa Bárbara,2016,6462,1
3500600,350060,Águas de São Pedro,2016,2744,6
3500709,350070,Agudos,2016,36235,52
3500758,350075,Alambari,2016,5507,4
3500808,350080,Alfredo Marcondes,2016,4187,33
3500907,350090,Altair,2016,3668,11
3501004,350100,Altinópolis,2016,16266,26
3501103,350110,Alto Alegre,2016,4040,5
3501152,350115,Alumínio,2016,17221,28
3501202,350120,Álvares Florence,2016,3943,24
3501301,350130,Álvares Machado,2016,25556,472
3501400,350140,Álvaro de Carvalho,2016,4750,1
3501509,350150,Alvinlândia,2016,2968,3
3501608,350160,Americana,2016,224716,1102
3501707,350170,Américo Brasiliense,2016,34109,179
3501806,350180,Américo de Campos,2016,5850,14
3501905,350190,Amparo,2016,67300,36
3502002,350200,Analândia,2016,4448,4
3502101,350210,Andradina,2016,58019,1428
3502200,350220,Angatuba,2016,23190,131
3502309,350230,Anhembi,2016,5698,3
3502408,350240,Anhumas,2016,3870,91
3502507,350250,Aparecida,2016,34110,54
3502606,350260,Aparecida d'Oeste,2016,4303,113
3502705,350270,Apiaí,2016,25156,7
3502754,350275,Araçariguama,2016,19229,18
3502804,350280,Araçatuba,2016,192027,752
3502903,350290,Araçoiaba da Serra,2016,30054,24
3503000,350300,Aramina,2016,5344,26
3503109,350310,Arandu,2016,6485,0
3503158,350315,Arapeí,2016,2438,2
3503208,350320,Araraquara,2016,226306,1871
3503307,350330,Araras,2016,125350,412
3503356,350335,Arco-Íris,2016,2010,5
3503406,350340,Arealva,2016,8016,18
3503505,350350,Areias,2016,3662,5
3503604,350360,Areiópolis,2016,10454,2
3503703,350370,Ariranha,2016,8171,21
3503802,350380,Artur Nogueira,2016,47937,153
3503901,350390,Arujá,2016,81028,209
3503950,350395,Aspásia,2016,1828,8
3504008,350400,Assis,2016,98865,134
3504107,350410,Atibaia,2016,143086,111
3504206,350420,Auriflama,2016,14063,125
3504305,350430,Avaí,2016,4744,1
3504404,350440,Avanhandava,2016,11351,29
3504503,350450,Avaré,2016,88347,13
3504602,350460,Bady Bassitt,2016,20794,271
3504701,350470,Balbinos,2016,3784,2
3504800,350480,Bálsamo,2016,8941,93
3504909,350490,Bananal,2016,10184,11
3505005,350500,Barão de Antonina,2016,3323,0
3505104,350510,Barbosa,2016,6152,9
3505203,350520,Bariri,2016,31729,7
3505302,350530,Barra Bonita,2016,35065,23
3505351,350535,Barra do Chapéu,2016,5211,0
3505401,350540,Barra do Turvo,2016,7371,12
3505500,350550,Barretos,2016,117687,1382
3505609,350560,Barrinha,2016,30467,404
3505708,350570,Barueri,2016,280088,55
3505807,350580,Bastos,2016,21108,92
3505906,350590,Batatais,2016,57603,4260
3506003,350600,Bauru,2016,363436,1400
3506102,350610,Bebedouro,2016,76047,101
3506201,350620,Bento de Abreu,2016,2675,19
3506300,350630,Bernardino de Campos,2016,11220,3
3506359,350635,Bertioga,2016,55929,812
3506409,350640,Bilac,2016,7261,344
3506508,350650,Birigui,2016,114644,4792
3506607,350660,Biritiba Mirim,2016,29292,36
3506706,350670,Boa Esperança do Sul,2016,13401,41
3506805,350680,Bocaina,2016,11140,11
3506904,350690,Bofete,2016,10092,43
3507001,350700,Boituva,2016,54808,20
3507100,350710,Bom Jesus dos Perdões,2016,20859,8
3507159,350715,Bom Sucesso de Itararé,2016,3581,2
3507209,350720,Borá,2016,863,2
3507308,350730,Boracéia,2016,4498,51
3507407,350740,Borborema,2016,14462,123
3507456,350745,Borebi,2016,2524,0
3507506,350750,Botucatu,2016,136889,106
3507605,350760,Bragança Paulista,2016,162244,248
3507704,350770,Braúna,2016,5186,20
3507753,350775,Brejo Alegre,2016,2599,20
3507803,350780,Brodowski,2016,23195,355
3507902,350790,Brotas,2016,22814,17
3508009,350800,Buri,2016,19527,4
3508108,350810,Buritama,2016,16511,589
3508207,350820,Buritizal,2016,4215,89
3508306,350830,Cabrália Paulista,2016,4386,4
3508405,350840,Cabreúva,2016,44378,112
3508504,350850,Caçapava,2016,91060,60
3508603,350860,Cachoeira Paulista,2016,30981,49
3508702,350870,Caconde,2016,17850,14
3508801,350880,Cafelândia,2016,16747,48
3508900,350890,Caiabu,2016,3938,43
3509007,350900,Caieiras,2016,91217,77
3509106,350910,Caiuá,2016,5257,27
3509205,350920,Cajamar,2016,78337,300
3509254,350925,Cajati,2016,28689,42
3509304,350930,Cajobi,2016,9510,67
3509403,350940,Cajuru,2016,23728,28
3509452,350945,Campina do Monte Alegre,2016,5773,10
3509502,350950,Campinas,2016,1116727,3501
3509601,350960,Campo Limpo Paulista,2016,76699,25
3509700,350970,Campos do Jordão,2016,47647,29
3509809,350980,Campos Novos Paulista,2016,4720,3
3509908,350990,Cananéia,2016,12358,31
3509957,350995,Canas,2016,4655,22
3510005,351000,Cândido Mota,2016,29877,52
3510104,351010,Cândido Rodrigues,2016,2792,75
3510153,351015,Canitar,2016,5317,2
3510203,351020,Capão Bonito,2016,46633,12
3510302,351030,Capela do Alto,2016,20229,46
3510401,351040,Capivari,2016,49502,310
3510500,351050,Caraguatatuba,2016,118095,168
3510609,351060,Carapicuíba,2016,381333,131
3510708,351070,Cardoso,2016,11724,9
3510807,351080,Casa Branca,2016,28384,78
3510906,351090,Cássia dos Coqueiros,2016,2740,26
3511003,351100,Castilho,2016,19193,553
3511102,351110,Catanduva,2016,114988,133
3511201,351120,Catiguá,2016,7111,9
3511300,351130,Cedral,2016,10256,159
3511409,351140,Cerqueira César,2016,19616,0
3511508,351150,Cerquilho,2016,42375,14
3511607,351160,Cesário Lange,2016,17326,19
3511706,351170,Charqueada,2016,15394,11
3511904,351190,Clementina,2016,7110,16
3512001,351200,Colina,2016,18052,34
3512100,351210,Colômbia,2016,6416,41
3512209,351220,Conchal,2016,26767,38
3512308,351230,Conchas,2016,15848,3
3512407,351240,Cordeirópolis,2016,22848,8
3512506,351250,Coroados,2016,5383,197
3512605,351260,Coronel Macedo,2016,4692,0
3512704,351270,Corumbataí,2016,4057,3
3512803,351280,Cosmópolis,2016,59777,104
3512902,351290,Cosmorama,2016,7965,25
3513009,351300,Cotia,2016,238236,227
3513108,351310,Cravinhos,2016,32741,220
3513207,351320,Cristais Paulista,2016,8424,22
3513306,351330,Cruzália,2016,2197,3
3513405,351340,Cruzeiro,2016,76845,126
3513504,351350,Cubatão,2016,117000,284
3513603,351360,Cunha,2016,22066,6
3513702,351370,Descalvado,2016,31619,94
3513801,351380,Diadema,2016,394213,547
3513850,351385,Dirce Reis,2016,1656,60
3513900,351390,Divinolândia,2016,11269,3
3514007,351400,Dobrada,2016,8430,102
3514106,351410,Dois Córregos,2016,24832,7
3514205,351420,Dolcinópolis,2016,2147,128
3514304,351430,Dourado,2016,8425,4
3514403,351440,Dracena,2016,44637,77
3514502,351450,Duartina,2016,12351,5
3514601,351460,Dumont,2016,8761,380
3514700,351470,Echaporã,2016,6286,2
3514809,351480,Eldorado,2016,13964,11
3514908,351490,Elias Fausto,2016,16796,8
3514924,351492,Elisiário,2016,3162,15
3514957,351495,Embaúba,2016,2388,9
3515004,351500,Embu das Artes,2016,247941,412
3515103,351510,Embu-Guaçu,2016,65453,50
3515129,351512,Emilianópolis,2016,3054,13
3515152,351515,Engenheiro Coelho,2016,17605,25
3515186,351518,Espírito Santo do Pinhal,2016,41098,93
3515194,351519,Espírito Santo do Turvo,2016,4208,4
3515202,351520,Estrela d'Oeste,2016,8831,32
3515301,351530,Estrela do Norte,2016,2714,119
3515350,351535,Euclides da Cunha Paulista,2016,8843,175
3515400,351540,Fartura,2016,16074,4
3515509,351550,Fernandópolis,2016,68338,818
3515608,351560,Fernando Prestes,2016,5754,8
3515657,351565,Fernão,2016,1612,1
3515707,351570,Ferraz de Vasconcelos,2016,174657,318
3515806,351580,Flora Rica,2016,1636,5
3515905,351590,Floreal,2016,2891,11
3516002,351600,Flórida Paulista,2016,12947,91
3516101,351610,Florínea,2016,3386,1
3516200,351620,Franca,2016,337217,3470
3516309,351630,Francisco Morato,2016,160696,478
3516408,351640,Franco da Rocha,2016,138695,488
3516507,351650,Gabriel Monteiro,2016,2769,28
3516606,351660,Gália,2016,6765,2
3516705,351670,Garça,2016,42950,19
3516804,351680,Gastão Vidigal,2016,3783,12
3516853,351685,Gavião Peixoto,2016,4574,12
3516903,351690,General Salgado,2016,10573,181
3517000,351700,Getulina,2016,10587,13
3517109,351710,Glicério,2016,4403,35
3517208,351720,Guaiçara,2016,11021,11
3517307,351730,Guaimbê,2016,5504,4
3517406,351740,Guaíra,2016,38532,2697
3517505,351750,Guapiaçu,2016,19784,317
3517604,351760,Guapiara,2016,17727,4
3517703,351770,Guará,2016,19388,28
3517802,351780,Guaraçaí,2016,8036,116
3517901,351790,Guaraci,2016,10239,37
3518008,351800,Guarani d'Oeste,2016,1981,4
3518107,351810,Guarantã,2016,6450,64
3518206,351820,Guararapes,2016,31058,53
3518305,351830,Guararema,2016,28644,72
3518404,351840,Guaratinguetá,2016,115399,40
3518503,351850,Guareí,2016,14844,3
3518602,351860,Guariba,2016,36817,188
3518701,351870,Guarujá,2016,291909,1059
3518800,351880,Guarulhos,2016,1265621,1431
3518859,351885,Guatapará,2016,7184,122
3518909,351890,Guzolândia,2016,4548,20
3519006,351900,Herculândia,2016,8968,36
3519055,351905,Holambra,2016,13141,34
3519071,351907,Hortolândia,2016,215168,1313
3519105,351910,Iacanga,2016,10240,35
3519204,351920,Iacri,2016,6338,17
3519253,351925,Iaras,2016,7197,0
3519303,351930,Ibaté,2016,31592,42
3519402,351940,Ibirá,2016,11319,170
3519501,351950,Ibirarema,2016,6623,151
3519600,351960,Ibitinga,2016,56815,2137
3519709,351970,Ibiúna,2016,73799,92
3519808,351980,Icém,2016,7718,58
3519907,351990,Iepê,2016,7680,43
3520004,352000,Igaraçu do Tietê,2016,23377,8
3520103,352010,Igarapava,2016,27229,128
3520202,352020,Igaratá,2016,9785,15
3520301,352030,Iguape,2016,29198,6
3520400,352040,Ilhabela,2016,31500,162
3520426,352042,Ilha Comprida,2016,11280,21
3520442,352044,Ilha Solteira,2016,25577,247
3520509,352050,Indaiatuba,2016,228645,571
3520608,352060,Indiana,2016,4987,38
3520707,352070,Indiaporã,2016,4013,56
3520806,352080,Inúbia Paulista,2016,3651,1
3520905,352090,Ipaussu,2016,13723,1
3521002,352100,Iperó,2016,32492,37
3521101,352110,Ipeúna,2016,6498,8
3521150,352115,Ipiguá,2016,5588,111
3521200,352120,Iporanga,2016,4199,1
3521309,352130,Ipuã,2016,14397,124
3521408,352140,Iracemápolis,2016,21067,13
3521507,352150,Irapuã,2016,7130,10
3521606,352160,Irapuru,2016,7502,12
3521705,352170,Itaberá,2016,18011,2
3521804,352180,Itaí,2016,24711,0
3521903,352190,Itajobi,2016,15759,52
3522000,352200,Itaju,2016,3429,5
3522109,352210,Itanhaém,2016,100461,34
3522158,352215,Itaoca,2016,3328,0
3522208,352220,Itapecerica da Serra,2016,157034,195
3522307,352230,Itapetininga,2016,151756,33
3522406,352240,Itapeva,2016,89393,13
3522505,352250,Itapevi,2016,217623,133
3522604,352260,Itapira,2016,70625,74
3522653,352265,Itapirapuã Paulista,2016,4072,1
3522703,352270,Itápolis,2016,40004,1071
3522802,352280,Itaporanga,2016,14474,1
3522901,352290,Itapuí,2016,12950,3
3523008,352300,Itapura,2016,4223,20
3523107,352310,Itaquaquecetuba,2016,346709,153
3523206,352320,Itararé,2016,46643,4
3523305,352330,Itariri,2016,15558,15
3523404,352340,Itatiba,2016,112037,133
3523503,352350,Itatinga,2016,18720,4
3523602,352360,Itirapina,2016,15860,14
3523701,352370,Itirapuã,2016,5867,254
3523800,352380,Itobi,2016,7796,4
3523909,352390,Itu,2016,162222,3296
3524006,352400,Itupeva,2016,57782,25
3524105,352410,Ituverava,2016,38312,1297
3524204,352420,Jaborandi,2016,6477,145
3524303,352430,Jaboticabal,2016,72283,1130
3524402,352440,Jacareí,2016,227617,242
3524501,352450,Jaci,2016,6628,155
3524600,352460,Jacupiranga,2016,16736,4
3524709,352470,Jaguariúna,2016,51822,91
3524808,352480,Jales,2016,48221,1797
3524907,352490,Jambeiro,2016,5888,9
3525003,352500,Jandira,2016,113912,161
3525102,352510,Jardinópolis,2016,41444,2892
3525201,352520,Jarinu,2016,30719,14
3525300,352530,Jaú,2016,132946,67
3525409,352540,Jeriquara,2016,3511,3
3525508,352550,Joanópolis,2016,12348,6
3525607,352560,João Ramalho,2016,4309,5
3525706,352570,José Bonifácio,2016,34840,457
3525805,352580,Júlio Mesquita,2016,4365,13
3525854,352585,Jumirim,2016,2939,4
3525904,352590,Jundiaí,2016,406849,468
3526001,352600,Junqueirópolis,2016,19711,16
3526100,352610,Juquiá,2016,18387,177
3526209,352620,Juquitiba,2016,28290,32
3526308,352630,Lagoinha,2016,4949,2
3526407,352640,Laranjal Paulista,2016,25808,16
3526506,352650,Lavínia,2016,9217,49
3526605,352660,Lavrinhas,2016,6933,23
3526704,352670,Leme,2016,95650,48
3526803,352680,Lençóis Paulista,2016,64317,40
3526902,352690,Limeira,2016,285161,113
3527009,352700,Lindóia,2016,6907,17
3527108,352710,Lins,2016,73569,69
3527207,352720,Lorena,2016,84050,79
3527256,352725,Lourdes,2016,2071,17
3527306,352730,Louveira,2016,44296,48
3527405,352740,Lucélia,2016,20109,39
3527504,352750,Lucianópolis,2016,2313,7
3527603,352760,Luís Antônio,2016,11845,140
3527702,352770,Luiziânia,2016,4902,17
3527801,352780,Lupércio,2016,4198,0
3527900,352790,Lutécia,2016,2721,22
3528007,352800,Macatuba,2016,16686,3
3528106,352810,Macaubal,2016,7589,39
3528205,352820,Macedônia,2016,3822,36
3528304,352830,Magda,2016,3243,9
3528403,352840,Mairinque,2016,46958,16
3528502,352850,Mairiporã,2016,87882,23
3528601,352860,Manduri,2016,9472,9
3528700,352870,Marabá Paulista,2016,4703,10
3528809,352880,Maracaí,2016,13106,2
3528858,352885,Marapoama,2016,2976,2
3528908,352890,Mariápolis,2016,3737,2
3529005,352900,Marília,2016,227951,469
3529104,352910,Marinópolis,2016,2015,22
3529203,352920,Martinópolis,2016,24642,345
3529302,352930,Matão,2016,78525,2204
3529401,352940,Mauá,2016,420901,411
3529500,352950,Mendonça,2016,5402,109
3529609,352960,Meridiano,2016,4258,18
3529658,352965,Mesópolis,2016,1920,6
3529708,352970,Miguelópolis,2016,20152,204
3529807,352980,Mineiros do Tietê,2016,11725,6
3529906,352990,Miracatu,2016,19712,25
3530003,353000,Mira Estrela,2016,2977,9
3530102,353010,Mirandópolis,2016,28002,745
3530201,353020,Mirante do Paranapanema,2016,16642,843
3530300,353030,Mirassol,2016,58729,143
3530409,353040,Mirassolândia,2016,4469,44
3530508,353050,Mococa,2016,67462,268
3530607,353060,Mogi das Cruzes,2016,421685,262
3530706,353070,Mogi Guaçu,2016,146270,149
3530805,353080,Mogi Mirim,2016,90313,185
3530904,353090,Mombuca,2016,3506,3
3531001,353100,Monções,2016,2061,65
3531100,353110,Mongaguá,2016,54321,40
3531209,353120,Monte Alegre do Sul,2016,7936,17
3531308,353130,Monte Alto,2016,47396,76
3531407,353140,Monte Aprazível,2016,22110,202
3531506,353150,Monte Azul Paulista,2016,18650,596
3531605,353160,Monte Castelo,2016,4164,11
3531704,353170,Monteiro Lobato,2016,4157,3
3531803,353180,Monte Mor,2016,56962,49
3531902,353190,Morro Agudo,2016,28872,120
3532009,353200,Morungaba,2016,12811,11
3532058,353205,Motuca,2016,4193,18
3532108,353210,Murutinga do Sul,2016,3985,73
3532157,353215,Nantes,2016,2700,11
3532207,353220,Narandiba,2016,5037,30
3532306,353230,Natividade da Serra,2016,6845,5
3532405,353240,Nazaré Paulista,2016,17439,41
3532504,353250,Neves Paulista,2016,9254,80
3532603,353260,Nhandeara,2016,10368,26
3532702,353270,Nipoã,2016,4524,17
3532801,353280,Nova Aliança,2016,6297,145
3532827,353282,Nova Campina,2016,8546,0
3532843,353284,Nova Canaã Paulista,2016,2086,13
3532868,353286,Nova Castilho,2016,1116,32
3532900,353290,Nova Europa,2016,9381,33
3533007,353300,Nova Granada,2016,19364,117
3533106,353310,Nova Guataporanga,2016,2170,2
3533205,353320,Nova Independência,2016,3834,40
3533254,353325,Novais,2016,4537,8
3533304,353330,Nova Luzitânia,2016,3194,5
3533403,353340,Nova Odessa,2016,56821,145
3533502,353350,Novo Horizonte,2016,37689,59
3533601,353360,Nuporanga,2016,7115,247
3533700,353370,Ocauçu,2016,4242,8
3533809,353380,Óleo,2016,2608,1
3533908,353390,Olímpia,2016,52831,212
3534005,353400,Onda Verde,2016,4323,28
3534104,353410,Oriente,2016,6151,14
3534203,353420,Orindiúva,2016,5876,6
3534302,353430,Orlândia,2016,39403,795
3534401,353440,Osasco,2016,704005,770
3534500,353450,Oscar Bressane,2016,2527,5
3534609,353460,Osvaldo Cruz,2016,31230,208
3534708,353470,Ourinhos,2016,104336,91
3534757,353475,Ouroeste,2016,9447,96
3534807,353480,Ouro Verde,2016,7873,12
3534906,353490,Pacaembu,2016,14097,51
3535002,353500,Palestina,2016,11286,69
3535101,353510,Palmares Paulista,2016,10353,16
3535200,353520,Palmeira d'Oeste,2016,9316,47
3535309,353530,Palmital,2016,20560,22
3535408,353540,Panorama,2016,14975,63
3535507,353550,Paraguaçu Paulista,2016,41941,78
3535606,353560,Paraibuna,2016,17666,18
3535705,353570,Paraíso,2016,6036,10
3535804,353580,Paranapanema,2016,18610,5
3535903,353590,Paranapuã,2016,3920,48
3536000,353600,Parapuã,2016,10800,18
3536109,353610,Pardinho,2016,6432,0
3536208,353620,Pariquera-Açu,2016,18946,23
3536257,353625,Parisi,2016,2457,28
3536307,353630,Patrocínio Paulista,2016,13831,178
3536406,353640,Paulicéia,2016,7211,16
3536505,353650,Paulínia,2016,96226,170
3536570,353657,Paulistânia,2016,1921,0
3536604,353660,Paulo de Faria,2016,8066,62
3536703,353670,Pederneiras,2016,43414,141
3536802,353680,Pedra Bela,2016,6151,8
3536901,353690,Pedranópolis,2016,2695,14
3537008,353700,Pedregulho,2016,15718,18
3537107,353710,Pedreira,2016,42517,36
3537156,353715,Pedrinhas Paulista,2016,2868,0
3537206,353720,Pedro de Toledo,2016,10808,5
3537305,353730,Penápolis,2016,60381,161
3537404,353740,Pereira Barreto,2016,24830,204
3537503,353750,Pereiras,2016,8104,3
3537602,353760,Peruíbe,2016,64479,131
3537701,353770,Piacatu,2016,5486,22
3537800,353780,Piedade,2016,52801,12
3537909,353790,Pilar do Sul,2016,27197,4
3538006,353800,Pindamonhangaba,2016,156800,414
3538105,353810,Pindorama,2016,14889,6
3538204,353820,Pinhalzinho,2016,14199,11
3538303,353830,Piquerobi,2016,3425,42
3538501,353850,Piquete,2016,13442,11
3538600,353860,Piracaia,2016,25686,5
3538709,353870,Piracicaba,2016,395681,2325
3538808,353880,Piraju,2016,29139,8
3538907,353890,Pirajuí,2016,22704,78
3539004,353900,Pirangi,2016,10790,82
3539103,353910,Pirapora do Bom Jesus,2016,16997,29
3539202,353920,Pirapozinho,2016,25120,142
3539301,353930,Pirassununga,2016,72141,104
3539400,353940,Piratininga,2016,13606,32
3539509,353950,Pitangueiras,2016,34789,468
3539608,353960,Planalto,2016,4469,63
3539707,353970,Platina,2016,3151,3
3539806,353980,Poá,2016,106004,197
3539905,353990,Poloni,2016,5524,46
