cod_ibge,cod_mun6,nome_mun,ano,pop,casos
3529104,352910,Marinópolis,2017,1990,1
3529203,352920,Martinópolis,2017,24689,3
3529302,352930,Matão,2017,78717,9
3529401,352940,Mauá,2017,421367,15
3529500,352950,Mendonça,2017,5540,1
3529609,352960,Meridiano,2017,4326,6
3529658,352965,Mesópolis,2017,1924,0
3529708,352970,Miguelópolis,2017,20065,2
3529807,352980,Mineiros do Tietê,2017,11637,0
3529906,352990,Miracatu,2017,19553,3
3530003,353000,Mira Estrela,2017,3006,1
3530102,353010,Mirandópolis,2017,28059,43
3530201,353020,Mirante do Paranapanema,2017,16528,10
3530300,353030,Mirassol,2017,59518,232
3530409,353040,Mirassolândia,2017,4507,5
3530508,353050,Mococa,2017,67612,20
3530607,353060,Mogi das Cruzes,2017,427289,10
3530706,353070,Mogi Guaçu,2017,147769,42
3530805,353080,Mogi Mirim,2017,90869,90
3530904,353090,Mombuca,2017,3539,0
3531001,353100,Monções,2017,2048,0
3531100,353110,Mongaguá,2017,55651,12
3531209,353120,Monte Alegre do Sul,2017,8060,6
3531308,353130,Monte Alto,2017,47465,14
3531407,353140,Monte Aprazível,2017,22158,8
3531506,353150,Monte Azul Paulista,2017,18585,10
3531605,353160,Monte Castelo,2017,4173,3
3531704,353170,Monteiro Lobato,2017,4148,2
3531803,353180,Monte Mor,2017,58322,6
3531902,353190,Morro Agudo,2017,28764,5
3532009,353200,Morungaba,2017,12967,4
3532058,353205,Motuca,2017,4188,1
3532108,353210,Murutinga do Sul,2017,3952,1
3532157,353215,Nantes,2017,2695,0
3532207,353220,Narandiba,2017,5143,0
3532306,353230,Natividade da Serra,2017,6881,8
3532405,353240,Nazaré Paulista,2017,17556,3
3532504,353250,Neves Paulista,2017,9341,9
3532603,353260,Nhandeara,2017,10304,1
3532702,353270,Nipoã,2017,4579,1
3532801,353280,Nova Aliança,2017,6364,21
3532827,353282,Nova Campina,2017,8558,1
3532843,353284,Nova Canaã Paulista,2017,2079,10
3532868,353286,Nova Castilho,2017,1112,0
3532900,353290,Nova Europa,2017,9375,8
3533007,353300,Nova Granada,2017,19404,11
3533106,353310,Nova Guataporanga,2017,2169,0
3533205,353320,Nova Independência,2017,3975,0
3533254,353325,Novais,2017,4530,3
3533304,353330,Nova Luzitânia,2017,3148,8
3533403,353340,Nova Odessa,2017,57779,8
3533502,353350,Novo Horizonte,2017,37882,26
3533601,353360,Nuporanga,2017,7179,0
3533700,353370,Ocauçu,2017,4260,0
3533809,353380,Óleo,2017,2597,0
3533908,353390,Olímpia,2017,53262,18
3534005,353400,Onda Verde,2017,4390,0
3534104,353410,Oriente,2017,6162,1
3534203,353420,Orindiúva,2017,5901,3
3534302,353430,Orlândia,2017,39257,8
3534401,353440,Osasco,2017,709509,19
3534500,353450,Oscar Bressane,2017,2520,1
3534609,353460,Osvaldo Cruz,2017,31268,1
3534708,353470,Ourinhos,2017,104456,14
3534757,353475,Ouroeste,2017,9612,20
3534807,353480,Ouro Verde,2017,7858,0
3534906,353490,Pacaembu,2017,14236,0
3535002,353500,Palestina,2017,11318,6
3535101,353510,Palmares Paulista,2017,10244,6
3535200,353520,Palmeira d'Oeste,2017,9266,1
3535309,353530,Palmital,2017,20447,4
3535408,353540,Panorama,2017,15029,1
3535507,353550,Paraguaçu Paulista,2017,41899,23
3535606,353560,Paraibuna,2017,17706,3
3535705,353570,Paraíso,2017,6059,0
3535804,353580,Paranapanema,2017,18768,1
3535903,353590,Paranapuã,2017,3948,9
3536000,353600,Parapuã,2017,10777,1
3536109,353610,Pardinho,2017,6572,0
3536208,353620,Pariquera-Açu,2017,19027,3
3536257,353625,Parisi,2017,2542,0
3536307,353630,Patrocínio Paulista,2017,13972,9
3536406,353640,Paulicéia,2017,7356,0
3536505,353650,Paulínia,2017,98667,21
3536570,353657,Paulistânia,2017,1953,0
3536604,353660,Paulo de Faria,2017,7976,16
3536703,353670,Pederneiras,2017,43691,0
3536802,353680,Pedra Bela,2017,6206,1
3536901,353690,Pedranópolis,2017,2716,0
3537008,353700,Pedregulho,2017,15711,0
3537107,353710,Pedreira,2017,42632,16
3537156,353715,Pedrinhas Paulista,2017,2862,4
3537206,353720,Pedro de Toledo,2017,10891,5
3537305,353730,Penápolis,2017,60752,46
3537404,353740,Pereira Barreto,2017,24760,7
3537503,353750,Pereiras,2017,8222,0
3537602,353760,Peruíbe,2017,65241,13
3537701,353770,Piacatu,2017,5507,1
3537800,353780,Piedade,2017,52901,0
3537909,353790,Pilar do Sul,2017,27279,4
3538006,353800,Pindamonhangaba,2017,158335,39
3538105,353810,Pindorama,2017,14856,14
3538204,353820,Pinhalzinho,2017,14374,1
3538303,353830,Piquerobi,2017,3392,1
3538501,353850,Piquete,2017,13314,0
3538600,353860,Piracaia,2017,25772,4
3538709,353870,Piracicaba,2017,400842,63
3538808,353880,Piraju,2017,29245,1
3538907,353890,Pirajuí,2017,22738,3
3539004,353900,Pirangi,2017,10822,6
3539103,353910,Pirapora do Bom Jesus,2017,17225,14
3539202,353920,Pirapozinho,2017,25210,1
3539301,353930,Pirassununga,2017,72491,2
3539400,353940,Piratininga,2017,13888,3
3539509,353950,Pitangueiras,2017,34669,63
3539608,353960,Planalto,2017,4471,6
3539707,353970,Platina,2017,3137,3
3539806,353980,Poá,2017,105833,59
3539905,353990,Poloni,2017,5530,2
3540002,354000,Pompéia,2017,20226,1
3540101,354010,Pongaí,2017,3458,0
3540200,354020,Pontal,2017,38915,8
3540259,354025,Pontalinda,2017,4117,0
3540309,354030,Pontes Gestal,2017,2473,1
3540408,354040,Populina,2017,4206,0
3540507,354050,Porangaba,2017,9623,0
3540606,354060,Porto Feliz,2017,53507,0
3540705,354070,Porto Ferreira,2017,52437,34
3540754,354075,Potim,2017,20047,12
3540804,354080,Potirendaba,2017,17299,9
3540853,354085,Pracinha,2017,2702,1
3540903,354090,Pradópolis,2017,17331,3
3541000,354100,Praia Grande,2017,314948,173
3541059,354105,Pratânia,2017,4942,0
3541109,354110,Presidente Alves,2017,3974,0
3541208,354120,Presidente Bernardes,2017,14206,1
3541307,354130,Presidente Epitácio,2017,40659,5
3541406,354140,Presidente Prudente,2017,219349,17
3541505,354150,Presidente Venceslau,2017,36640,6
3541604,354160,Promissão,2017,35723,0
3541653,354165,Quadra,2017,3346,0
3541703,354170,Quatá,2017,13090,1
3541802,354180,Queiroz,2017,3054,0
3541901,354190,Queluz,2017,10094,1
3542008,354200,Quintana,2017,6590,0
3542107,354210,Rafard,2017,8821,0
3542206,354220,Rancharia,2017,28837,5
3542305,354230,Redenção da Serra,2017,4264,3
3542404,354240,Regente Feijó,2017,19578,8
3542503,354250,Reginópolis,2017,7543,0
3542602,354260,Registro,2017,58047,8
3542701,354270,Restinga,2017,6506,2
3542800,354280,Ribeira,2017,3238,0
3542909,354290,Ribeirão Bonito,2017,11583,0
3543006,354300,Ribeirão Branco,2017,18506,0
3543105,354310,Ribeirão Corrente,2017,4469,0
3543204,354320,Ribeirão do Sul,2017,4606,0
3543238,354323,Ribeirão dos Índios,2017,2110,2
3543253,354325,Ribeirão Grande,2017,7523,0
3543303,354330,Ribeirão Pires,2017,115463,9
3543402,354340,Ribeirão Preto,2017,662411,270
3543501,354350,Riversul,2017,5875,0
3543600,354360,Rifaina,2017,3792,8
3543709,354370,Rincão,2017,9747,2
3543808,354380,Rinópolis,2017,9608,1
3543907,354390,Rio Claro,2017,195919,17
3544004,354400,Rio das Pedras,2017,30740,3
3544103,354410,Rio Grande da Serra,2017,44495,2
3544202,354420,Riolândia,2017,10447,10
3544251,354425,Rosana,2017,18628,0
3544301,354430,Roseira,2017,10379,3
3544400,354440,Rubiácea,2017,2732,0
3544509,354450,Rubinéia,2017,3437,6
3544608,354460,Sabino,2017,5230,0
3544707,354470,Sagres,2017,2456,0
3544806,354480,Sales,2017,6111,9
3544905,354490,Sales Oliveira,2017,11121,22
3545001,354500,Salesópolis,2017,15434,1
3545100,354510,Salmourão,2017,4830,0
3545159,354515,Saltinho,2017,7726,0
3545209,354520,Salto,2017,122485,11
3545308,354530,Salto de Pirapora,2017,42558,0
3545407,354540,Salto Grande,2017,9022,0
3545506,354550,Sandovalina,2017,3701,0
3545605,354560,Santa Adélia,2017,14223,6
3545704,354570,Santa Albertina,2017,6145,1
3545803,354580,Santa Bárbara d'Oeste,2017,183144,44
3546009,354600,Santa Branca,2017,13975,17
3546108,354610,Santa Clara d'Oeste,2017,2394,0
3546207,354620,Santa Cruz da Conceição,2017,4206,0
3546256,354625,Santa Cruz da Esperança,2017,2093,0
3546306,354630,Santa Cruz das Palmeiras,2017,29567,19
3546405,354640,Santa Cruz do Rio Pardo,2017,45565,3
3546504,354650,Santa Ernestina,2017,5901,3
3546603,354660,Santa Fé do Sul,2017,32513,5
3546702,354670,Santa Gertrudes,2017,22948,1
3546801,354680,Santa Isabel,2017,52460,24
3546900,354690,Santa Lúcia,2017,7733,5
3547007,354700,Santa Maria da Serra,2017,5316,0
3547106,354710,Santa Mercedes,2017,2942,1
3547205,354720,Santana da Ponte Pensa,2017,1665,0
3547304,354730,Santana de Parnaíba,2017,134989,35
3547403,354740,Santa Rita d'Oeste,2017,2669,1
3547502,354750,Santa Rita do Passa Quatro,2017,25685,12
3547601,354760,Santa Rosa de Viterbo,2017,23813,21
3547650,354765,Santa Salete,2017,1570,1
3547700,354770,Santo Anastácio,2017,19128,9
3547809,354780,Santo André,2017,723606,37
3547908,354790,Santo Antônio da Alegria,2017,6556,1
3548005,354800,Santo Antônio de Posse,2017,22207,28
3548054,354805,Santo Antônio do Aracanguá,2017,8160,0
3548104,354810,Santo Antônio do Jardim,2017,6059,3
3548203,354820,Santo Antônio do Pinhal,2017,6905,2
3548302,354830,Santo Expedito,2017,2920,1
3548401,354840,Santópolis do Aguapeí,2017,4113,0
3548500,354850,Santos,2017,422760,320
3548609,354860,São Bento do Sapucaí,2017,11278,2
3548708,354870,São Bernardo do Campo,2017,799563,60
3548807,354880,São Caetano do Sul,2017,160022,13
3548906,354890,São Carlos,2017,241896,37
3549003,354900,São Francisco,2017,2717,0
3549102,354910,São João da Boa Vista,2017,89267,11
3549201,354920,São João das Duas Pontes,2017,2598,1
3549250,354925,São João de Iracema,2017,1817,4
3549300,354930,São João do Pau d'Alho,2017,2197,1
3549409,354940,São Joaquim da Barra,2017,48043,39
3549508,354950,São José da Bela Vista,2017,8014,3
3549607,354960,São José do Barreiro,2017,3976,0
3549706,354970,São José do Rio Pardo,2017,52384,13
3549805,354980,São José do Rio Preto,2017,452684,603
3549904,354990,São José dos Campos,2017,673348,462
3549953,354995,São Lourenço da Serra,2017,15284,1
3550001,355000,São Luiz do Paraitinga,2017,10435,9
3550100,355010,São Manuel,2017,37975,1
3550209,355020,São Miguel Arcanjo,2017,32021,2
3550308,355030,São Paulo,2017,11471199,743
3550407,355040,São Pedro,2017,35664,1
3550506,355050,São Pedro do Turvo,2017,7214,0
3550605,355060,São Roque,2017,79551,3
3550704,355070,São Sebastião,2017,78657,17
3550803,355080,São Sebastião da Grama,2017,11258,17
3550902,355090,São Simão,2017,13948,12
3551009,355100,São Vicente,2017,334928,92
3551108,355110,Sarapuí,2017,9867,1
3551207,355120,Sarutaiá,2017,3697,0
3551306,355130,Sebastianópolis do Sul,2017,3116,1
3551405,355140,Serra Azul,2017,12174,3
3551504,355150,Serrana,2017,42049,20
3551603,355160,Serra Negra,2017,28604,0
3551702,355170,Sertãozinho,2017,120634,9
3551801,355180,Sete Barras,2017,12903,30
3551900,355190,Severínia,2017,15105,4
3552007,355200,Silveiras,2017,6041,1
3552106,355210,Socorro,2017,38898,0
3552205,355220,Sorocaba,2017,669084,67
3552304,355230,Sud Mennucci,2017,7408,7
3552403,355240,Sumaré,2017,264908,59
3552502,355250,Suzano,2017,289643,28
3552551,355255,Suzanápolis,2017,3431,0
3552601,355260,Tabapuã,2017,11458,8
3552700,355270,Tabatinga,2017,14776,4
3552809,355280,Taboão da Serra,2017,263991,79
3552908,355290,Taciba,2017,6064,3
3553005,355300,Taguaí,2017,11939,0
3553104,355310,Taiaçu,2017,5801,25
3553203,355320,Taiúva,2017,6109,2
3553302,355330,Tambaú,2017,22015,9
3553401,355340,Tanabi,2017,24993,21
3553500,355350,Tapiraí,2017,8030,1
3553609,355360,Tapiratiba,2017,12296,6
3553658,355365,Taquaral,2017,2708,0
3553708,355370,Taquaritinga,2017,53462,15
3553807,355380,Taquarituba,2017,23595,0
3553856,355385,Taquarivaí,2017,6106,0
3553906,355390,Tarabai,2017,6609,0
3553955,355395,Tarumã,2017,14158,1
3554003,355400,Tatuí,2017,117617,6
3554102,355410,Taubaté,2017,299297,71
3554201,355420,Tejupá,2017,4454,0
3554300,355430,Teodoro Sampaio,2017,22001,12
3554409,355440,Terra Roxa,2017,8234,3
3554508,355450,Tietê,2017,37410,4
3554607,355460,Timburi,2017,2572,0
3554656,355465,Torre de Pedra,2017,2143,0
3554706,355470,Torrinha,2017,9317,0
3554755,355475,Trabiju,2017,1618,1
3554805,355480,Tremembé,2017,47203,8
3554904,355490,Três Fronteiras,2017,6253,3
3554953,355495,Tuiuti,2017,6495,2
3555000,355500,Tupã,2017,64154,5
3555109,355510,Tupi Paulista,2017,15326,1
3555208,355520,Turiúba,2017,1884,1
3555307,355530,Turmalina,2017,1809,0
3555356,355535,Ubarana,2017,5356,4
3555406,355540,Ubatuba,2017,86843,126
3555505,355550,Ubirajara,2017,4830,2
3555604,355560,Uchoa,2017,10077,8
3555703,355570,União Paulista,2017,1619,4
3555802,355580,Urânia,2017,8893,13
3555901,355590,Uru,2017,1352,0
3556008,355600,Urupês,2017,13377,10
3556107,355610,Valentim Gentil,2017,12872,4
3556206,355620,Valinhos,2017,118675,81
3556305,355630,Valparaíso,2017,23750,1
3556354,355635,Vargem,2017,9802,1
3556404,355640,Vargem Grande do Sul,2017,39938,7
3556453,355645,Vargem Grande Paulista,2017,47730,2
3556503,355650,Várzea Paulista,2017,113417,1
3556602,355660,Vera Cruz,2017,10485,0
3556701,355670,Vinhedo,2017,71470,6
3556800,355680,Viradouro,2017,17511,4
3556909,355690,Vista Alegre do Alto,2017,7587,1
3556958,355695,Vitória Brasil,2017,1791,6
3557006,355700,Votorantim,2017,120523,2
3557105,355710,Votuporanga,2017,91951,35
3557154,355715,Zacarias,2017,2581,1
3557204,355720,Chavantes,2017,12322,0
3557303,355730,Estiva Gerbi,2017,10801,6
3500105,350010,Adamantina,2018,34551,9
3500204,350020,Adolfo,2018,4100,128
3500303,350030,Aguaí,2018,32266,15
3500402,350040,Águas da Prata,2018,7505,1
3500501,350050,Águas de Lindóia,2018,17866,2
3500550,350055,Águas de Santa Bárbara,2018,6731,0
3500600,350060,Águas de São Pedro,2018,2776,0
3500709,350070,Agudos,2018,36847,39
3500758,350075,Alambari,2018,5735,1
3500808,350080,Alfredo Marcondes,2018,4285,1
3500907,350090,Altair,2018,3613,9
3501004,350100,Altinópolis,2018,16459,0
3501103,350110,Alto Alegre,2018,4011,0
3501152,350115,Alumínio,2018,17305,0
3501202,350120,Álvares Florence,2018,3938,4
3501301,350130,Álvares Machado,2018,26185,1
3501400,350140,Álvaro de Carvalho,2018,4782,0
3501509,350150,Alvinlândia,2018,2947,1
3501608,350160,Americana,2018,229381,20
3501707,350170,Américo Brasiliense,2018,33856,45
3501806,350180,Américo de Campos,2018,5879,5
3501905,350190,Amparo,2018,67691,25
3502002,350200,Analândia,2018,4515,0
3502101,350210,Andradina,2018,58775,1378
3502200,350220,Angatuba,2018,23519,5
3502309,350230,Anhembi,2018,5708,1
3502408,350240,Anhumas,2018,3933,0
3502507,350250,Aparecida,2018,33810,3
3502606,350260,Aparecida d'Oeste,2018,4262,2
3502705,350270,Apiaí,2018,25040,0
3502754,350275,Araçariguama,2018,19967,0
3502804,350280,Araçatuba,2018,195390,71
3502903,350290,Araçoiaba da Serra,2018,30968,7
3503000,350300,Aramina,2018,5394,99
3503109,350310,Arandu,2018,6633,0
3503158,350315,Arapeí,2018,2415,0
3503208,350320,Araraquara,2018,232161,1206
3503307,350330,Araras,2018,127386,17
3503356,350335,Arco-Íris,2018,2017,0
3503406,350340,Arealva,2018,8051,0
3503505,350350,Areias,2018,3628,3
3503604,350360,Areiópolis,2018,10389,0
3503703,350370,Ariranha,2018,7971,5
3503802,350380,Artur Nogueira,2018,49240,125
3503901,350390,Arujá,2018,83077,95
3503950,350395,Aspásia,2018,1837,1
3504008,350400,Assis,2018,100062,11
3504107,350410,Atibaia,2018,148586,155
3504206,350420,Auriflama,2018,13987,2
3504305,350430,Avaí,2018,4667,0
3504404,350440,Avanhandava,2018,11384,10
3504503,350450,Avaré,2018,90126,2
3504602,350460,Bady Bassitt,2018,22882,98
3504701,350470,Balbinos,2018,3810,0
3504800,350480,Bálsamo,2018,9175,5
3504909,350490,Bananal,2018,10123,1
3505005,350500,Barão de Antonina,2018,3407,0
3505104,350510,Barbosa,2018,6017,2
3505203,350520,Bariri,2018,31783,1
3505302,350530,Barra Bonita,2018,34902,1
3505351,350535,Barra do Chapéu,2018,5214,0
3505401,350540,Barra do Turvo,2018,7224,1
3505500,350550,Barretos,2018,119600,239
3505609,350560,Barrinha,2018,31115,79
3505708,350570,Barueri,2018,293047,8
3505807,350580,Bastos,2018,21284,2
3505906,350590,Batatais,2018,57973,10
3506003,350600,Bauru,2018,369608,197
3506102,350610,Bebedouro,2018,76429,95
3506201,350620,Bento de Abreu,2018,2662,0
3506300,350630,Bernardino de Campos,2018,11377,1
3506359,350635,Bertioga,2018,58858,15
3506409,350640,Bilac,2018,7314,9
3506508,350650,Birigui,2018,116499,33
3506607,350660,Biritiba Mirim,2018,29514,3
3506706,350670,Boa Esperança do Sul,2018,13266,3
3506805,350680,Bocaina,2018,11232,2
3506904,350690,Bofete,2018,10250,0
3507001,350700,Boituva,2018,57019,1
3507100,350710,Bom Jesus dos Perdões,2018,21299,19
3507159,350715,Bom Sucesso de Itararé,2018,3564,0
3507209,350720,Borá,2018,885,1
3507308,350730,Boracéia,2018,4576,1
3507407,350740,Borborema,2018,14458,5
3507456,350745,Borebi,2018,2600,2
3507506,350750,Botucatu,2018,139894,6
3507605,350760,Bragança Paulista,2018,167473,15
3507704,350770,Braúna,2018,5284,7
3507753,350775,Brejo Alegre,2018,2601,10
3507803,350780,Brodowski,2018,23940,9
3507902,350790,Brotas,2018,23215,7
3508009,350800,Buri,2018,19807,0
3508108,350810,Buritama,2018,16786,1
3508207,350820,Buritizal,2018,4267,22
3508306,350830,Cabrália Paulista,2018,4384,0
3508405,350840,Cabreúva,2018,45386,26
3508504,350850,Caçapava,2018,93052,34
3508603,350860,Cachoeira Paulista,2018,31281,36
3508702,350870,Caconde,2018,17669,9
3508801,350880,Cafelândia,2018,16763,1
3508900,350890,Caiabu,2018,3860,1
3509007,350900,Caieiras,2018,92822,21
3509106,350910,Caiuá,2018,5339,49
3509205,350920,Cajamar,2018,83253,23
3509254,350925,Cajati,2018,28758,1
3509304,350930,Cajobi,2018,9401,4
3509403,350940,Cajuru,2018,23842,5
3509452,350945,Campina do Monte Alegre,2018,5851,0
3509502,350950,Campinas,2018,1128071,316
3509601,350960,Campo Limpo Paulista,2018,77280,12
3509700,350970,Campos do Jordão,2018,47569,0
3509809,350980,Campos Novos Paulista,2018,4782,0
3509908,350990,Cananéia,2018,12360,2
3509957,350995,Canas,2018,4757,2
3510005,351000,Cândido Mota,2018,29840,3
3510104,351010,Cândido Rodrigues,2018,2823,5
3510153,351015,Canitar,2018,5626,0
3510203,351020,Capão Bonito,2018,46705,1
3510302,351030,Capela do Alto,2018,21165,1
3510401,351040,Capivari,2018,49782,0
3510500,351050,Caraguatatuba,2018,124019,30
3510609,351060,Carapicuíba,2018,385134,8
3510708,351070,Cardoso,2018,11684,10
3510807,351080,Casa Branca,2018,28370,12
3510906,351090,Cássia dos Coqueiros,2018,2780,2
3511003,351100,Castilho,2018,19515,111
3511102,351110,Catanduva,2018,115643,105
3511201,351120,Catiguá,2018,7108,1
3511300,351130,Cedral,2018,11028,175
3511409,351140,Cerqueira César,2018,20291,0
3511508,351150,Cerquilho,2018,43257,0
3511607,351160,Cesário Lange,2018,17993,1
3511706,351170,Charqueada,2018,15499,3
3511904,351190,Clementina,2018,7089,3
3512001,351200,Colina,2018,18240,10
3512100,351210,Colômbia,2018,6510,3
3512209,351220,Conchal,2018,27276,6
3512308,351230,Conchas,2018,15674,3
3512407,351240,Cordeirópolis,2018,23448,3
3512506,351250,Coroados,2018,5432,0
3512605,351260,Coronel Macedo,2018,4578,0
3512704,351270,Corumbataí,2018,4115,0
3512803,351280,Cosmópolis,2018,59923,11
3512902,351290,Cosmorama,2018,8204,4
3513009,351300,Cotia,2018,250908,14
3513108,351310,Cravinhos,2018,33002,7
3513207,351320,Cristais Paulista,2018,8732,2
3513306,351330,Cruzália,2018,2184,1
3513405,351340,Cruzeiro,2018,76435,24
3513504,351350,Cubatão,2018,115947,26
3513603,351360,Cunha,2018,22139,4
3513702,351370,Descalvado,2018,31756,9
3513801,351380,Diadema,2018,395531,62
3513850,351385,Dirce Reis,2018,1647,0
3513900,351390,Divinolândia,2018,11251,0
3514007,351400,Dobrada,2018,8559,3
3514106,351410,Dois Córregos,2018,24811,1
3514205,351420,Dolcinópolis,2018,2167,0
3514304,351430,Dourado,2018,8353,1
3514403,351440,Dracena,2018,45087,10
3514502,351450,Duartina,2018,12355,0
3514601,351460,Dumont,2018,8988,2
3514700,351470,Echaporã,2018,6287,0
3514809,351480,Eldorado,2018,13737,3
3514908,351490,Elias Fausto,2018,17139,0
3514924,351492,Elisiário,2018,3168,3
3514957,351495,Embaúba,2018,2377,1
3515004,351500,Embu das Artes,2018,249976,46
3515103,351510,Embu-Guaçu,2018,66307,41
3515129,351512,Emilianópolis,2018,3056,2
3515152,351515,Engenheiro Coelho,2018,18256,3
3515186,351518,Espírito Santo do Pinhal,2018,40716,13
3515194,351519,Espírito Santo do Turvo,2018,4192,2
3515202,351520,Estrela d'Oeste,2018,9050,20
3515301,351530,Estrela do Norte,2018,2714,1
3515350,351535,Euclides da Cunha Paulista,2018,8563,3
3515400,351540,Fartura,2018,16269,0
3515509,351550,Fernandópolis,2018,69460,121
3515608,351560,Fernando Prestes,2018,5827,1
3515657,351565,Fernão,2018,1629,0
3515707,351570,Ferraz de Vasconcelos,2018,176672,30
3515806,351580,Flora Rica,2018,1599,0
3515905,351590,Floreal,2018,2852,1
3516002,351600,Flórida Paulista,2018,12990,3
3516101,351610,Florínea,2018,3557,0
3516200,351620,Franca,2018,343605,220
3516309,351630,Francisco Morato,2018,162631,16
3516408,351640,Franco da Rocha,2018,141151,1
3516507,351650,Gabriel Monteiro,2018,2789,0
3516606,351660,Gália,2018,6662,1
3516705,351670,Garça,2018,42754,2
3516804,351680,Gastão Vidigal,2018,3632,0
3516853,351685,Gavião Peixoto,2018,4629,12
3516903,351690,General Salgado,2018,10540,14
3517000,351700,Getulina,2018,10502,1
3517109,351710,Glicério,2018,4334,1
3517208,351720,Guaiçara,2018,11131,3
3517307,351730,Guaimbê,2018,5530,2
3517406,351740,Guaíra,2018,38893,19
3517505,351750,Guapiaçu,2018,20473,11
3517604,351760,Guapiara,2018,17616,1
3517703,351770,Guará,2018,19196,93
3517802,351780,Guaraçaí,2018,7871,17
3517901,351790,Guaraci,2018,10301,17
3518008,351800,Guarani d'Oeste,2018,1974,1
3518107,351810,Guarantã,2018,6468,1
3518206,351820,Guararapes,2018,31167,39
3518305,351830,Guararema,2018,29574,5
3518404,351840,Guaratinguetá,2018,116454,2
3518503,351850,Guareí,2018,14972,0
3518602,351860,Guariba,2018,37172,8
3518701,351870,Guarujá,2018,291629,48
3518800,351880,Guarulhos,2018,1278712,107
3518859,351885,Guatapará,2018,7255,5
3518909,351890,Guzolândia,2018,4472,3
3519006,351900,Herculândia,2018,9023,0
3519055,351905,Holambra,2018,13818,46
3519071,351907,Hortolândia,2018,222839,42
3519105,351910,Iacanga,2018,10312,2
3519204,351920,Iacri,2018,6281,0
3519253,351925,Iaras,2018,7467,1
3519303,351930,Ibaté,2018,31880,4
3519402,351940,Ibirá,2018,11454,7
3519501,351950,Ibirarema,2018,6570,1
3519600,351960,Ibitinga,2018,58013,25
3519709,351970,Ibiúna,2018,74712,16
3519808,351980,Icém,2018,7786,10
3519907,351990,Iepê,2018,7700,19
3520004,352000,Igaraçu do Tietê,2018,23374,1
3520103,352010,Igarapava,2018,27009,107
3520202,352020,Igaratá,2018,10053,2
3520301,352030,Iguape,2018,29290,4
3520400,352040,Ilhabela,2018,32688,46
3520426,352042,Ilha Comprida,2018,12035,4
3520442,352044,Ilha Solteira,2018,25680,293
3520509,352050,Indaiatuba,2018,238030,28
3520608,352060,Indiana,2018,5026,2
3520707,352070,Indiaporã,2018,4039,35
3520806,352080,Inúbia Paulista,2018,3649,2
3520905,352090,Ipaussu,2018,13784,0
3521002,352100,Iperó,2018,33847,2
3521101,352110,Ipeúna,2018,6634,0
3521150,352115,Ipiguá,2018,5977,98
3521200,352120,Iporanga,2018,4169,0
3521309,352130,Ipuã,2018,14454,33
3521408,352140,Iracemápolis,2018,21446,9
3521507,352150,Irapuã,2018,7061,1
3521606,352160,Irapuru,2018,7388,2
3521705,352170,Itaberá,2018,18029,1
3521804,352180,Itaí,2018,24952,0
3521903,352190,Itajobi,2018,16150,34
3522000,352200,Itaju,2018,3496,0
3522109,352210,Itanhaém,2018,104879,13
3522158,352215,Itaoca,2018,3369,0
3522208,352220,Itapecerica da Serra,2018,158045,7
3522307,352230,Itapetininga,2018,154080,10
3522406,352240,Itapeva,2018,89795,0
3522505,352250,Itapevi,2018,223375,4
3522604,352260,Itapira,2018,71271,4
3522653,352265,Itapirapuã Paulista,2018,4149,0
3522703,352270,Itápolis,2018,39929,9
3522802,352280,Itaporanga,2018,14392,6
3522901,352290,Itapuí,2018,13186,4
3523008,352300,Itapura,2018,4191,10
3523107,352310,Itaquaquecetuba,2018,355261,37
3523206,352320,Itararé,2018,46072,0
3523305,352330,Itariri,2018,15591,3
3523404,352340,Itatiba,2018,115416,17
3523503,352350,Itatinga,2018,18899,0
3523602,352360,Itirapina,2018,15984,0
3523701,352370,Itirapuã,2018,5842,32
3523800,352380,Itobi,2018,7890,5
3523909,352390,Itu,2018,164668,25
3524006,352400,Itupeva,2018,62090,3
3524105,352410,Ituverava,2018,38144,35
3524204,352420,Jaborandi,2018,6406,1
3524303,352430,Jaboticabal,2018,72305,38
3524402,352440,Jacareí,2018,232536,29
3524501,352450,Jaci,2018,6975,130
3524600,352460,Jacupiranga,2018,16601,1
3524709,352470,Jaguariúna,2018,54471,209
3524808,352480,Jales,2018,48552,48
3524907,352490,Jambeiro,2018,6075,4
3525003,352500,Jandira,2018,115727,24
3525102,352510,Jardinópolis,2018,42843,10
3525201,352520,Jarinu,2018,33019,5
3525300,352530,Jaú,2018,133468,13
3525409,352540,Jeriquara,2018,3631,5
3525508,352550,Joanópolis,2018,12532,3
3525607,352560,João Ramalho,2018,4351,3
3525706,352570,José Bonifácio,2018,35534,32
3525805,352580,Júlio Mesquita,2018,4339,0
3525854,352585,Jumirim,2018,2989,2
3525904,352590,Jundiaí,2018,420132,6
3526001,352600,Junqueirópolis,2018,20035,0
3526100,352610,Juquiá,2018,18045,0
3526209,352620,Juquitiba,2018,28113,17
3526308,352630,Lagoinha,2018,5004,1
3526407,352640,Laranjal Paulista,2018,25995,0
3526506,352650,Lavínia,2018,9392,1
3526605,352660,Lavrinhas,2018,7023,1
3526704,352670,Leme,2018,96752,208
3526803,352680,Lençóis Paulista,2018,65120,5
3526902,352690,Limeira,2018,288300,14
3527009,352700,Lindóia,2018,6945,9
3527108,352710,Lins,2018,74256,23
3527207,352720,Lorena,2018,84607,12
